Symbol,text
MKTX,"About MarketAxess Holdings Inc.MarketAxess Holdings Inc. operates an electronic trading platform that enables fixed-income market participants to trade corporate bonds and other types of fixed-income instruments using its trading technology. Institutional investor and broker-dealer firms are users of trading platform, accessing global liquidity in the United States corporate bonds, emerging markets and high-yield bonds, European bonds, the United States agency bonds, municipal bonds, credit default swaps and other fixed-income securities. Through Open Trading protocols, it executes trades in certain bonds between and among institutional investor and broker-dealer clients in a trading environment on a matched principal basis. It offers trading-related products and services, including market data to assist clients with trading decisions; connectivity solutions that facilitate straight-through processing; technology services to optimize trading environments, and execution services for exchange-traded fund managers."
MAR,"About Marriott International IncMarriott International, Inc. (Marriott International) is a lodging company. Marriott International operates in three business segments: North American Full-Service, North American Limited-Service and International. Its North American Full-Service segment includes its Luxury and Premium brands (JW Marriott, Marriott Hotels, Westin, Renaissance Hotels, Le Meridien, Autograph Collection Hotels, Delta Hotels, Gaylord Hotels, and Tribute Portfolio) located in the United States and Canada. Its North American Limited-Service segment includes Select brands (Courtyard, Residence Inn, Fairfield Inn & Suites, SpringHill Suites, Element Hotels and Moxy Hotels) located in the United States and Canada. Its International segment includes JW Marriott, St. Regis, EDITION, Bulgari Hotels & Resorts, Marriott Hotels, Westin, Four Points, Aloft Hotels, AC Hotels by Marriott, Protea Hotels, Element Hotels, and Moxy Hotels located outside the United States and Canada."
MMC,"About Marsh & McLennan Companies, Inc.Marsh & McLennan Companies, Inc. is a professional services firm offering clients advice and solutions in risk, strategy and people. The Company is the parent company of various risk advisors and specialty consultants, including Marsh, the insurance broker; Guy Carpenter, the risk and reinsurance specialist; Mercer, the provider of human resource and investment related financial advice and services, and Oliver Wyman Group, the management and economic consultancy. It conducts business through two segments: Risk and Insurance Services, which includes risk management activities, as well as insurance and reinsurance broking and services, and Consulting includes health, retirement, talent and investments consulting services and products, and specialized management, economic and brand consulting services. It conducts business in the Risk and Insurance Services segment through Marsh and Guy Carpenter. It conducts business in the Consulting segment through Mercer and Oliver Wyman Group."
MLM,"About Martin Marietta Materials, Inc.Martin Marietta Materials, Inc. is a supplier of aggregates products (crushed stone, sand, and gravel) used for the construction of infrastructure, nonresidential, and residential projects. Aggregates products are also used for railroad ballast and in agricultural, utility and environmental applications. The Company's Aggregates business operates through three segments: the Mid-America Group, Southeast Group and West Group. The Company's business is categorized into Aggregates Business, Cement Business and Magnesia Specialties Business. Its Cement business is reported through the Cement segment. Its Magnesia Specialties business manufactures and markets magnesia-based chemical products used in industrial, agricultural, and environmental applications, and dolomitic lime sold to customers in the steel industry. Its Cement business produces Portland and specialty cements. It manufactures and markets, through its Magnesia Specialties business, magnesia-based chemical products."
MAS,"About Masco CorpMasco Corporation designs, manufactures, markets and distributes branded home improvement and building products. The Company operates through two business segments: Plumbing Products, and Decorative Architectural Products. The Company's portfolio of brands includes BEHR paint; DELTA and HANSGROHE faucets, bath and shower fixtures; KRAFTMAID and MERILLAT cabinets; MILGARD windows and doors, and HOT SPRING spas. The Company's plumbing products include faucets, showerheads, handheld showers, valves, bathing units, shower enclosures and toilets and are sold to home center retailers and to wholesalers and distributors. It also produces architectural coatings, including paints, primers, specialty paints, stains and waterproofing products. In North America, it manufactures and sells value-priced, stock and semi-custom assembled cabinetry for kitchen, bath, storage, home office and home entertainment applications."
MA,"About Mastercard IncMastercard Incorporated is a technology company that connects consumers, financial institutions, merchants, governments and businesses across the world, enabling them to use electronic forms of payment. The Company allows user to make payments by creating a range of payment solutions and services using its brands, which include MasterCard, Maestro and Cirrus. It provides a range of products and solutions that support payment products, which customers can offer to their cardholders. The Company's services facilitate transactions on its core network among account holders, merchants, financial institutions, businesses, governments and other organizations in markets globally. Its products include consumer credit, consumer debit, prepaid and commercial credit and debit. It also provides integrated offerings such as cyber and intelligence products, information and analytics services, identity verification services, consulting, loyalty and reward programs, processing and open banking."
MKC,"About McCormick & Company, IncorporatedMcCormick & Company, Inc is engaged in manufactures, markets and distributes spices, seasoning mixes, condiments and other flavorful products to the food industry-retailers, food manufacturers and foodservice businesses. The Company also partners with various companies that are involved in the manufacture and sale of flavorful products. The Company operates in two business segments: Consumer and Flavor Solutions. The Company’s sales, distribution and production facilities are located in North America, Europe and China. Additional facilities are based in Australia, India, Central America, Thailand and South Africa. "
MXIM,"About Maxim Integrated Products Inc.Maxim Integrated Products, Inc. is engaged in designing, developing, manufacturing and marketing a range of linear and mixed-signal integrated circuits, referred to as analog circuits. The Company also provides a range of high-frequency process technologies and capabilities for use in custom designs. The Company caters to automotive, communications and data center, computing, consumer and industrial markets. It offers a range of products, such as switching regulators, battery management, isolated power, charge pumps, linear regulators, light emitting diode (LED) drivers, motor driver integrated circuits (ICs), monitors and sequencers, transceivers, controllers and expanders, level translators, signal line protection ICs, broadband switches, powerline communications, real-time clocks, embedded security, microcontrollers, 1-Wire, iButton, data loggers, clock generation and distribution, memory products, optical, signal integrity, high-speed signaling, and display power and control."
MCD,"About McDonald's CorpMcDonald's Corporation (McDonald's) operates and franchises McDonald's restaurants. The Company's restaurants serve a locally relevant menu of food and drinks sold at various price points in over 100 countries. The Company's segments include U.S., International Lead Markets, High Growth Markets, and Foundational Markets and Corporate. The U.S. segment focuses on offering a platform for authentic ingredients that allows customers to customize their sandwiches. Its High Growth Markets segment includes its operations in markets, such as China, Italy, Korea, Poland, Russia, Spain, Switzerland, the Netherlands and related markets. The International Lead markets segment includes the Company's operations in various markets, such as Australia, Canada, France, Germany, the United Kingdom and related markets. The Foundational markets and Corporate segment is engaged in operating restaurants and increasing convenience to customers, including through drive-thru and delivery."
MCK,"About McKesson CorporationMcKesson Corporation is a healthcare supply chain management solution, retail pharmacy, community oncology and specialty care, and healthcare information technology company. The Company provides medicines, medical products and healthcare services by partnering with pharmaceutical manufacturers, providers, pharmacies, governments and other organizations in healthcare. It operates through three segments: United States Pharmaceutical and Specialty Solutions, European Pharmaceutical Solutions and Medical-Surgical Solutions. The United States Pharmaceutical and Specialty Solutions segment distributes pharmaceutical and other healthcare related products and provides pharmaceutical solutions to life sciences companies. European Pharmaceutical Solutions segment provides distribution and services to wholesale, institutional and retail customers. Medical-Surgical Solutions segment distributes medical-surgical supplies and provides logistics and other services to healthcare providers."
MDT,"About Medtronic PLCMedtronic Public Limited Company (Medtronic) is a medical technology and services company. The Company develops, manufactures and markets its medical devices and technologies to hospitals, physicians, clinicians and patients in approximately 160 countries. The Company operates in four segments: Cardiac and Vascular Group, Minimally Invasive Technologies Group, Restorative Therapies Group and Diabetes Group. The Cardiac and Vascular Group segment includes Cardiac Rhythm & Heart Failure, Coronary & Structural Heart and Aortic & Peripheral Vascula. Its Minimally Invasive Technologies Group segment includes Surgical Solutions and Patient Monitoring and Recovery. Its Restorative Therapies Group segment includes Spine, Neuromodulation, Surgical Technologies and Neurovascular. Its Diabetes Group segment includes Intensive Insulin Management, Non-Intensive Diabetes Therapies and Diabetes Services & Solutions. The Company's subsidiaries include Medtronic, Inc. and HeartWare International, Inc. "
MRK,"About Merck & Co., Inc.Merck & Co., Inc. is a global health care company. The Company offers health solutions through its prescription medicines, vaccines, biologic therapies and animal health products. It operates through two segments: Pharmaceutical and Animal Health. The Company's Pharmaceutical segment includes human health pharmaceutical and vaccine products. Its human health pharmaceutical products consist of therapeutic and preventive agents, generally sold by prescription, for the treatment of human disorders. The Company sells these human health pharmaceutical products primarily to drug wholesalers and retailers, hospitals, government agencies and managed health care providers such as health maintenance organizations. The Animal Health segment develops, manufactures and markets a wide range of veterinary pharmaceutical and vaccine products, as well as health management solutions and services, for the prevention, treatment and control of disease in all major livestock and companion animal species."
MET,"About Metlife IncMetLife, Inc. (MetLife) is a financial services company. The Company is principally engaged in providing insurance, annuities, employee benefits and asset management services. The Company's segments include U.S.; Asia; Latin America; Europe, the Middle East and Africa (EMEA); and MetLife Holdings. Its U.S. segment is organized into Group Benefits, and Retirement and Income Solutions. The Company's Asia segment offers products, including life insurance; accident and health insurance, and retirement and savings products. Latin America offers products, including life insurance, and retirement and savings products. Life insurance includes universal, variable and term life products. EMEA offers products, including life insurance, accident and health insurance, retirement and savings products, and credit insurance. MetLife has operations in approximately 40 markets globally, including United States, Japan, Latin America, Asia, Europe and the Middle East."
MTD,"About Mettler-Toledo International Inc.Mettler-Toledo International Inc. is a supplier of precision instruments and services. The Company operates through five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations and Other. The Company manufactures weighing instruments for use in laboratory, industrial, packaging, logistics and food retailing applications. The Company is also a provider of analytical instruments for use in life science, reaction engineering and real-time analytic systems used in drug and chemical compound development, and process analytics instruments used for in-line measurement in production processes. In addition, the Company is also a supplier of end-of-line inspection systems used in production and packaging for food, pharmaceutical and other industries. The Company serves food and beverage producers; food retailers; chemical, specialty chemicals and cosmetics companies, and the transportation and logistics industry, among others."
MGM,"About MGM Resorts InternationalMGM Resorts International is a holding company. The Company, through its subsidiaries, owns and operates casino resorts. The Company operates in two segments: domestic resorts and MGM China. Its domestic resorts segment consists of non-gaming operations, including hotel, food and beverage, entertainment and other non-gaming amenities. Its casino operations feature a range of slots, table games, and race and sports book wagering. Its MGM China’s operations consist of the MGM Macau resort and casino, and the development of an integrated casino, hotel and entertainment resort on the Cotai Strip in Macau. Under its resort operation, the Company's casino resorts offer gaming, hotel, convention, dining, entertainment, retail and other resort amenities. It owns Primm Valley Golf Club at the California/Nevada state line and Fallen Oak golf course in Saucier, Mississippi, among others."
MCHP,"About Microchip Technology Inc.Microchip Technology Incorporated is engaged in developing, manufacturing and selling specialized semiconductor products used by its customers for a range of embedded control applications. The Company operates through two segments: semiconductor products and technology licensing. In the semiconductor products segment, the Company designs, develops, manufactures and markets microcontrollers, development tools and analog, interface, mixed signal and timing products. Its functional activities include sales, marketing, manufacturing, information technology, human resources, legal and finance. Its product portfolio comprises general purpose and specialized 8-bit, 16-bit, and 32-bit microcontrollers, a spectrum of linear, mixed-signal, power management, thermal management, radio frequency (RF), timing, safety, security, wired connectivity and wireless connectivity devices, as well as serial electrically erasable programmable read-only memories (EEPROMs) and serial flash memories."
MU,"About Micron Technology, Inc.Micron Technology, Inc. is engaged in semiconductor systems. The Company's portfolio of memory technologies, including dynamic random-access memory (DRAM), negative-AND (NAND) Flash and NOR Flash are the basis for solid-state drives, modules, multi-chip packages and other system solutions. Its business segments include Compute and Networking Business Unit (CNBU), which includes memory products sold into compute, networking, graphics and cloud server markets; Mobile Business Unit (MBU), which includes memory products sold into smartphone, tablet and other mobile-device markets; Storage Business Unit (SBU), which includes memory products sold into enterprise, client, cloud and removable storage markets, and SBU also includes products sold to Intel through its Intel/Micron Flash Technology (IMFT) joint venture, and Embedded Business Unit (EBU), which includes memory products sold into automotive, industrial, connected home and consumer electronics markets."
MSFT,"About Microsoft CorporationMicrosoft Corporation is a technology company. The Company develops and supports a range of software products, services, devices, and solutions. The Company's segments include Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Company's products include operating systems; cross-device productivity applications; server applications; business solution applications; desktop and server management tools; software development tools; and video games. It also designs, manufactures, and sells devices, including personal computers (PCs), tablets, gaming and entertainment consoles, other intelligent devices, and related accessories. It offers an array of services, including cloud-based solutions that provide customers with software, services, platforms, and content, and it provides solution support and consulting services. It markets and distributes its products and services through original equipment manufacturers, direct, and distributors and resellers."
MAA,"About Mid-America Apartment Communities IncMid-America Apartment Communities, Inc. is a multifamily focused, self-administered and self-managed real estate investment trust (REIT). The Company owns, operates, acquires and develops apartment communities primarily located in the Southeast and Southwest regions of the United States. It operates through three segments: Large market same store, Secondary market same store and Non-Same Store and Other. Its Large market same store communities are communities in markets with a population of at least one million and at least 1% of the total public multifamily REIT units that it has owned. Its Secondary market same store communities are communities in markets with populations of more than one million but less than 1% of the total public multifamily REIT units or markets with populations of less than one million that it has owned. Its Non-same store communities and other includes recent acquisitions and communities in development or lease-up communities."
MHK,"About Mohawk Industries, Inc.Mohawk Industries, Inc. is a flooring manufacturer that creates products for residential and commercial spaces around the world. The Company' segments include Global Ceramic, Flooring North America (Flooring NA) and Flooring Rest of the World (Flooring ROW). Its manufacturing and distribution processes provide carpet, rugs, ceramic tile, laminate, wood, stone, luxury vinyl tile and vinyl flooring. The Global Ceramic segment designs, manufactures, sources, distributes and markets a line of ceramic tile, porcelain tile and natural stone products used in the residential and commercial markets for both remodeling and new construction. The Flooring NA segment designs, manufactures, sources, distributes and markets carpet, laminate, carpet pad, rugs, hardwood and vinyl. The Flooring ROW segment designs, manufactures, sources, distributes and markets laminate, hardwood flooring, roofing elements, insulation boards, medium-density fiberboard (MDF), chipboards, and vinyl flooring products."
TAP,"About Molson Coors Beverage CoMolson Coors Beverage Company, formerly Molson Coors Brewing Company, is a holding company. The Company operates as a brewer. The Company's segments include MillerCoors LLC (United States segment), operating in the United States; Molson Coors Canada (Canada segment), operating in Canada; Molson Coors Europe (Europe segment), operating in Bulgaria, Croatia, Czech Republic, Hungary, Montenegro, Republic of Ireland, Romania, Serbia, the United Kingdom and various other European countries; Molson Coors International (Molson Coors International segment), operating in various other countries, and Corporate. The Company brews, markets, sells and distributes a range of beer brands. The Company offers a portfolio of owned and partner brands, including Carling, Coors Light, Miller Lite, Molson Canadian and Staropramen, as well as craft and specialty beers, such as the Blue Moon Brewing Company brands, the Jacob Leinenkugel Brewing Company brands, Creemore Springs, Cobra and Doom Bar."
MDLZ,"About Mondelez International IncMondelez International, Inc. is a snack company. The Company manufactures and markets snack food and beverage products for consumers. It operates through four segments: Latin America, Asia, Middle East, and Africa (AMEA), Europe and North America. Its brands spanned five product categories: Biscuits, including cookies, crackers and salted snacks; Chocolate; Gum and candy; Beverages, including coffee and powdered beverages, and Cheese and grocery. Its portfolio includes various snack brands, including Nabisco, Oreo, LU and belVita biscuits; Cadbury, Milka, Cadbury Dairy Milk and Toblerone chocolate; Trident gum; Halls candy, and Tang powdered beverages. The Company sells its products to supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores and retail food outlets. "
MPWR,"About Monolithic Power Systems, Inc.Monolithic Power Systems, Inc. designs, develops and markets integrated power semiconductor solutions and power delivery architectures. The Company operates in the design, development, marketing and sale of power solutions for the communications, storage and computing, consumer and industrial markets segment. The Company's product families include Direct Current (DC) to DC Products, and Lighting Control Products. The Company's DC to DC integrated circuits (ICs) are used to convert and control voltages within a range of electronic systems, such as portable electronic devices, wireless local area network (LAN) access points, computers, monitors, automobiles and medical equipment. Lighting control ICs are used in backlighting and general illumination products. In addition to Alternating Current (AC)/DC offline solutions for lighting illumination applications, the Company also offers AC/DC power conversion solutions for end products that plug into a wall outlet."
MNST,"About Monster Beverage CorpMonster Beverage Corporation develops, markets, sells and distributes energy drink beverages, sodas and/or concentrates for energy drink beverages, primarily under various brand names, including Monster Energy, Monster Rehab, Monster Energy Extra Strength Nitrous Technology, Java Monster, Muscle Monster, Mega Monster Energy, Punch Monster, Juice Monster, Ubermonster, BU, Mutant Super Soda, Nalu, NOS, Burn, Mother, Ultra, Play and Power Play, Gladiator, Relentless, Samurai, BPM and Full Throttle. The Company has three segments: Monster Energy Drinks segment, which consists of its Monster Energy drinks, as well as Mutant Super Soda drinks; Strategic Brands segment, which includes various energy drink brands owned through The Coca-Cola Company (TCCC), and Other segment (Other), which includes the American Fruits & Flavors (AFF) third-party products. The Strategic Brands segment sells concentrates and/or beverage bases to authorized bottling and canning operations."
MCO,"About Moody's CorporationMoody's Corporation (Moody's) is a provider of credit ratings; credit, capital markets and economic related research, data and analytical tools; software solutions and related risk management services, quantitative credit risk measures, financial services training and certification services, and research and analytical services to financial institution customers. The Company operates in two segments: Moody's Investors Service (MIS) and Moody's Analytics (MA). The MIS segment includes its ratings operations. The MA segment develops a range of products and services that support financial analysis and risk management activities of institutional participants in financial markets. The MIS segment includes corporate finance group; structured finance group; financial institutions group; public, project and infrastructure finance, and MIS Other. The MA segment consists of three lines of business: data and analytics business, enterprise risk solutions and professional service."
MS,"About Morgan StanleyMorgan Stanley is a financial holding company. The Company's segments include Institutional Securities, Wealth Management and Investment Management. The Company's Institutional Securities business segment provides investment banking, sales and trading, and other services to corporations, governments, financial institutions and high-to-ultra high net worth clients. The Company's Wealth Management business segment provides an array of financial services and solutions to individual investors and small-to-medium sized businesses and institutions covering brokerage and investment advisory services, market-making activities in fixed income securities, financial and wealth planning services, annuity and insurance products, credit and other lending products, banking and retirement plan services. The Company's Investment Management business segment provides a range of investment strategies and products."
MOS,"About Mosaic CoThe Mosaic Company is a producer and marketer of concentrated phosphate and potash crop nutrients. The Company operates through three segments: Phosphates, Potash and Mosaic Fertilizantes. It serves customers in approximately 40 countries. The Phosphates segment owns and operates mines and production facilities in Florida, which produce concentrated phosphate crop nutrients and phosphate-based animal feed ingredients, and processing plants in Louisiana, which produces concentrated phosphate crop nutrients. The Potash segment owns and operates potash mines and production facilities in Canada and the United States, which produce potash-based crop nutrients, animal feed ingredients and industrial products. The Mosaic Fertilizantes segment includes the assets in Brazil, which consist of five phosphate rock mines, four phosphate chemical plants and a potash mine. It also operates crop nutrient blending and bagging facilities, port terminals and warehouses in Brazil and Paraguay. "
MSI,"About Motorola Solutions IncMotorola Solutions, Inc. provides communications and analytics solutions. The Company offers communications, command center software and video security and analytics, supported by managed and support services. Its segments include Products and Systems Integration Segment, and Software and Services Segment. The Products and Systems Integration segment offers a portfolio of devices, including land mobile radio (LMR) handsets, infrastructure and accessories, as well as video security devices and infrastructure. The Products and Systems Integration segment also includes the implementation and integration of systems, devices and applications. The Software and Services segment has Software and Services product lines. Software includes a public safety and enterprise command center software suite, unified communications applications, and video software solutions. Services includes a range of service offerings including repair, technical support and maintenance. "
MSCI,"About Msci IncMSCI Inc. offers products and services to support the needs of institutional investors throughout their investment processes. Its segments include Index, Analytics and All Other segment. All Other segment comprises environmental, social and governance (ESG) and Real Estate segments. Its indexes are used in various areas of the investment process, including index-linked product creation and performance benchmarking, as well as portfolio construction and rebalancing, and asset allocation. The Analytics segment uses analytical content to create products and services, which offer institutional investors an integrated view of risk and return. MSCI's ESG products include MSCI ESG Ratings, MSCI ESG Business Involvement Screening Research and MSCI ESG Governance Metrics. MSCI's Real Estate products comprise private real estate benchmarks and indexes branded IPD Group Limited (IPD) and include Portfolio Analysis Service (PAS), IPD Rental Information Service (IRIS) and IPD Global Intel."
NDAQ,"About Nasdaq IncNasdaq, Inc. (Nasdaq) is a holding company. The Company is a provider of trading, clearing, exchange technology, regulatory, securities listing, information and public company services. It manages, operates and provides its products and services through four segments: Market Services, Corporate Services, Information Services and Market Technology. Its global offerings include trading and clearing across various asset classes, trade management services, data products, financial indexes, capital formation solutions, corporate solutions, and market technology products and services. Its technology markets across the globe, supporting equity derivative trading, clearing and settlement, cash equity trading, fixed income trading and various other functions. Its Market Services segment include its equity derivative trading and clearing, cash equity trading, fixed income clearing corporation and trade management services businesses. Its Corporate Solutions business serves corporate clients."
NTAP,"About NetApp Inc.NetApp, Inc. (NetApp) is a cloud-led, data-centric software company. The Company provides systems, software and cloud services that enable them to run their applications optimally from data center to cloud, whether they are developing in the cloud, moving to the cloud, or creating their own cloudlike experiences. It operates in one industry segment: the design, manufacturing, marketing, and technical support of storage and data management solutions. NetApp's public cloud services are delivered as cloud-based software and as Software-as-a-Service. The public cloud services portfolio is categorized into four solution areas: cloud storage, cloud controls, cloud services and analytics and cloud optimization. Its hybrid cloud solutions are a portfolio of offerings that deliver on-premises, private cloud, and hybrid cloud services, designed to operate with public cloud data services. Its portfolio is categorized into three solution areas: data storage, data protection and data management."
NFLX,"About Netflix IncNetflix, Inc. is a provider of subscription streaming entertainment service. The Company has paid streaming memberships in over 190 countries and it allows members to watch a variety of television (TV) series, documentaries and feature films across a variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any Internet-connected screen. Members can play, pause and resume watching, without commercials. It offers a variety of streaming membership plans, the price of which varies by country and the features of the plan. Members can watch content from Netflix through any Internet-connected device, including televisions (TVs), digital video players, television set-top boxes and mobile devices. The Company acquires, licenses and produces content, including original programing."
NWL,"About Newell Brands IncNewell Brands Inc. is a consumer goods company. The Company has a portfolio of brands, including Paper Mate, Sharpie, Dymo, EXPO, Parker, Elmer’s, Coleman, Marmot, Oster, Sunbeam, FoodSaver, Mr. Coffee, Graco, Baby Jogger, NUK, Calphalon, Rubbermaid, Contigo, First Alert and Yankee Candle. The Company operates under three segments: Food and Appliances (comprised of Appliances & Cookware and Food divisions), Home and Outdoor Living (comprised of Home Fragrance, Outdoor & Recreation and Connected Home & Security divisions), and Learning and Development (comprised of Writing and Baby & Parenting divisions)."
NEM,"About Newmont CorporationNewmont Corporation is a mining company, which is focused on the production of and exploration for gold, copper, silver, zinc and lead. It is primarily a gold producer with operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia and Ghana. The Company's segments include North America, South America, Australia, Africa and Nevada. North America segment consists primarily of Cripple Creek & Victor in the United States of America, Musselwhite, Porcupine and Eleonore in Canada and Penasquito in Mexico. South America segment consists primarily of Yanacocha in Peru, Merian in Suriname, Cerro Negro in Argentina and approximately 40% equity interest in the Pueblo Viejo mine. Its Australia segment consists primarily of Boddington and Tanami in Australia. The Company's Africa segment consists primarily of Ahafo and Akyem in Ghana. Its Nevada segment consists of Nevada Gold Mines (NGM), which is located in Elko, Nevada."
NWSA,"About News CorpNews Corp is a media and information services company. The Company has businesses across a range of media, including news and information services, subscription video services in Australia, book publishing and digital real estate services. Its segments include News and Information Services, Subscription Video Services, Book Publishing and Digital Real Estate Services. The News and Information Services segment includes its global print, digital and broadcast radio media platforms. Subscription Video Services segment provides video sports, entertainment and news services to pay-tv subscribers and other commercial licensees. Book Publishing segment consists of HarperCollins, a consumer book publisher with operations in approximately 17 countries and particular strengths in general fiction, nonfiction, children’s and religious publishing. Digital Real Estate Services segment consists of the Company’s interest in REA Group and interest in Move."
NEE,"About NextEra Energy IncNextEra Energy, Inc. (NEE) is a holding company. The Company is an electric power companies in North America and, through its subsidiary NextEra Energy Resources, LLC (NEER) and its affiliated entities, is the generator of renewable energy from the wind and sun. NEE also owns and/or operates generation, transmission and distribution facilities to support its services to retail and wholesale customers, and has investments in gas infrastructure assets. Its segments include FPL and NEER. Florida Power & Light Company (FPL) is a rate-regulated electric utility engaged primarily in the generation, transmission, distribution and sale of electric energy in Florida. NEER is a diversified clean energy company with a business strategy that emphasizes the development, acquisition and operation of long-term contracted assets with a focus on renewable projects. NEE allows NEER to help customers identify economic operational and pathways for fleet vehicle conversions."
NLSN,"About Nielsen Holdings PLCNielsen Holdings plc is a global measurement and data analytics company. The Company provides to clients an understanding of what consumers watch and what they buy and how those choices intersect. Its segments include Nielsen Global Connect and Nielsen Global Media, consisting principally of television, radio, online and mobile audience and advertising measurement services and corresponding analytics. Its segment product categories: Audience Measurement and Plan/Optimize in Media and Measure and Predict/Activate in Connect. Its Media segment provides viewership and listening data and analytics primarily to media publishers and marketers and their advertising agencies for television, radio and digital viewing and listening platforms. Its Connect segment provides measurement services, which includes tracking and scan data primarily transactional measurement data and consumer behavior information, and analytical services to businesses in the consumer-packaged goods (CPG) industry."
NKE,"About Nike IncNIKE, Inc. is engaged in the designing, marketing and distributing of athletic footwear, apparel, equipment and accessories for sports and fitness activities. The Company's operating segments include North America, Europe, Middle East & Africa (EMEA), Greater China, and Asia Pacific & Latin America (APLA). It focuses its NIKE Brand product offerings in categories such as Running, NIKE Basketball, the Jordan Brand, Football (Soccer), Training and Sportswear. It also markets products designed for kids, as well as for other athletic and recreational uses such as American football, baseball, cricket, golf, lacrosse, skateboarding, tennis, volleyball, walking, wrestling and other outdoor activities. It sells a line of performance equipment and accessories under the NIKE Brand name, including bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment and other equipment designed for sports activities. "
NI,"About NiSource Inc.NiSource Inc. is an energy holding company. The Company is engaged in the distribution of natural gas. The Company operates through two business segments: Gas Distribution Operations and Electric Operations. The Company's Gas Distribution Operations segment provides natural gas service and transportation for residential, commercial and industrial customers in Ohio, Pennsylvania, Virginia, Kentucky, Maryland, Indiana and Massachusetts. As of December 31, 2016, the Company's Electric Operations segment provided electric services in 20 counties in the northern part of Indiana. The Company's electric operations segment generated, transmitted and distributed electricity through the Company's subsidiary NIPSCO to approximately 466,000 customers in 20 counties in the northern part of Indiana and engaged in wholesale and transmission transactions, as of December 31, 2016. NIPSCO owned and operated three coal-fired electric generating stations, as of December 31, 2016."
NSC,"About Norfolk Southern Corp.Norfolk Southern Corporation is a holding company engaged in the rail transportation business. As of December 31, 2016, the Company operated approximately 19,500 miles of road primarily in the East and Midwest. The Company is engaged in the rail transportation of raw materials, intermediate products and finished goods primarily in the Southeast, East and Midwest. The Company, through interchange with rail carriers, to and from the rest of the United States. The Company also transports overseas freight through various Atlantic and Gulf Coast ports. It provides logistics services and offers the intermodal network in the eastern half of the United States. The Company's system reaches various manufacturing plants, electric generating facilities, mines, distribution centers and other businesses located in its service area. The Company's intermodal market group consists of shipments moving in trailers, domestic and international containers, and RoadRailer equipment."
NTRS,"About Northern Trust CorporationNorthern Trust Corporation is a financial holding company. The Company provides wealth management, asset servicing, asset management and banking solutions to corporations, institutions, families and individuals. Its segments include Corporate & Institutional Services (C&IS) and Wealth Management. The C&IS segment is a provider of asset servicing and related services to corporate and public retirement funds, foundations, endowments, fund managers, insurance companies, sovereign wealth funds, and other institutional investors around the globe. The Wealth Management segment provides trust, investment management, custody, and philanthropic services; financial consulting; guardianship and estate administration; family business consulting; family financial education; brokerage services; and private and business banking. The Company conducts business through various United States (U.S) and non-United States subsidiaries, including The Northern Trust Company (Bank)."
NOC,"About Northrop Grumman CorporationNorthrop Grumman Corporation is a global aerospace and defense company. The Company's operating segments include Aeronautics Systems, Defense Systems, Mission Systems and Space Systems. Aeronautics Systems is engaged in designing, development, integration and production of autonomous and manned aircraft systems used for battle management, strike and intelligence, surveillance and reconnaissance (ISR). Defense Systems is engaged in designing, development, production, integration, sustainment and modernization of weapon and mission systems for United States military and civilian agency customers, and a range of international customers. Mission Systems is reported in business areas, including Airborne Sensors & Networks; Maritime/Land Systems & Sensors, and Navigation, Targeting & Survivability. Space Systems delivers mission solutions through the design, development, integration, production and operation of space, missile defense, launch and strategic missile systems."
NLOK,"About NortonLifeLock IncNortonLifeLock Inc., formerly Symantec Corporation, is engaged in the consumer cyber safety business. The Company focuses on allowing customers to be productive and protected at home and at work. Its Norton-branded services provide multi-layer security and identity protection on desktop and mobile operating systems, to defend against online threats to individuals, families and small businesses. Norton products help customers protect against threats and address the need for identity protection, while also managing the increase in mobile and digital data, such as personal financial records, photos, music and videos. Its products include Norton AntiVirus Plus, Norton 360 Standard, Norton 360 Deluxe, Norton 360 with LifeLock Select, Norton 360 with LifeLock Advantage, Norton 360 with LifeLock Ultimate Plus, Norton Secure virtual private network (VPN), Norton Privacy Manager, Norton Family Premier, Norton Mobile Security for Android, Norton Utilities Premium and Norton Small Business."
NCLH,"About Norwegian Cruise Line Holdings LtdNorwegian Cruise Line Holdings Ltd. (NCLH) is a global cruise company. The Company operates the Norwegian Cruise Line, Oceania Cruises and Regent Seven Seas Cruises brands. The Company had 25 ships with approximately 50,400 Berths, as of May 1, 2017. The Company's brands offer itineraries to various destinations around the world, including Europe, Asia, Australia, New Zealand, South America, Africa, Canada, Bermuda, Caribbean, Alaska and Hawaii. The Company's brands offer various features, amenities, and activities, including various accommodations, multiple dining venues, bars and lounges, spa, casino and retail shopping areas and various entertainment choices. All the brands offer a selection of shore excursions at each port of call, as well as hotel packages for stays before or after a voyage. As of December 31, 2016, its Norwegian offered 14 ships that were purpose-built to deliver the Freestyle Cruising product, which offered freedom, flexibility and choice to its guests."
